Ref number,Carbon precursors,Sample name,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),C (%),O (%),N (%),Uptake (mmolg-1),DOI,Year,Title
86,Antibiotic mycorrhizal residues,THC700,1205.92,0.602,0.517,1.0,298.0,82.25,16.33,0.69,5.35,https://doi.org/10.1016/j.jaap.2024.106812,2024,Preparation of porous carbon from hydrothermal treatment products of modified antibiotic mycelial residues and its use in CO2 capture
86,Antibiotic mycorrhizal residues,THC750,1528.65,0.836,0.609,1.0,298.0,80.96,17.94,0.36,4.55,https://doi.org/10.1016/j.jaap.2024.106812,2024,Preparation of porous carbon from hydrothermal treatment products of modified antibiotic mycelial residues and its use in CO2 capture
86,Antibiotic mycorrhizal residues,THC800,1712.72,0.879,0.646,1.0,298.0,70.29,28.57,0.28,4.3,https://doi.org/10.1016/j.jaap.2024.106812,2024,Preparation of porous carbon from hydrothermal treatment products of modified antibiotic mycelial residues and its use in CO2 capture
87,Kraft lignin,KLK-1–600,878.0,0.372,0.32,0.15,273.0,,,,3.29,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–700,916.0,0.364,0.331,0.15,273.0,,,,3.05,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–800,1255.0,0.554,0.466,0.15,273.0,,,,2.41,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–600,1180.0,0.494,0.428,0.15,273.0,,,,3.03,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–700,1528.0,0.598,0.557,0.15,273.0,,,,2.48,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–800,2121.0,0.903,0.792,0.15,273.0,,,,1.92,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–600,770.0,0.366,0.279,0.15,273.0,,,,2.97,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–700,1073.0,0.618,0.366,0.15,273.0,,,,3.15,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–800,1109.0,0.785,0.397,0.15,273.0,,,,1.75,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-2–600,957.0,0.399,0.352,0.15,273.0,,,,2.32,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-2–700,1240.0,0.492,0.45,0.15,273.0,,,,2.57,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–600,878.0,0.372,0.32,1.0,273.0,,,,5.84,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–700,916.0,0.364,0.331,1.0,273.0,,,,5.95,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–800,1255.0,0.554,0.466,1.0,273.0,,,,5.55,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–600,1180.0,0.494,0.428,1.0,273.0,,,,6.63,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–700,1528.0,0.598,0.557,1.0,273.0,,,,6.86,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–800,2121.0,0.903,0.792,1.0,273.0,,,,6.62,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–600,770.0,0.366,0.279,1.0,273.0,,,,5.17,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–700,1073.0,0.618,0.366,1.0,273.0,,,,5.85,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–800,1109.0,0.785,0.397,1.0,273.0,,,,5.24,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-2–600,957.0,0.399,0.352,1.0,273.0,,,,5.34,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-2–700,1240.0,0.492,0.45,1.0,273.0,,,,6.09,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–600,878.0,0.372,0.32,0.15,298.0,,,,2.01,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–700,916.0,0.364,0.331,0.15,298.0,,,,1.79,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–800,1255.0,0.554,0.466,0.15,298.0,,,,1.42,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–600,1180.0,0.494,0.428,0.15,298.0,,,,1.68,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–700,1528.0,0.598,0.557,0.15,298.0,,,,1.31,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–800,2121.0,0.903,0.792,0.15,298.0,,,,0.97,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–600,770.0,0.366,0.279,0.15,298.0,,,,1.78,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–700,1073.0,0.618,0.366,0.15,298.0,,,,1.93,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–800,1109.0,0.785,0.397,0.15,298.0,,,,0.9,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-2–600,957.0,0.399,0.352,0.15,298.0,,,,1.27,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-2–700,1240.0,0.492,0.45,0.15,298.0,,,,1.46,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–600,878.0,0.372,0.32,1.0,298.0,,,,4.34,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–700,916.0,0.364,0.331,1.0,298.0,,,,4.16,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-1–800,1255.0,0.554,0.466,1.0,298.0,,,,3.61,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–600,1180.0,0.494,0.428,1.0,298.0,,,,4.43,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–700,1528.0,0.598,0.557,1.0,298.0,,,,4.3,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,KLK-2–800,2121.0,0.903,0.792,1.0,298.0,,,,3.82,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–600,770.0,0.366,0.279,1.0,298.0,,,,3.61,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–700,1073.0,0.618,0.366,1.0,298.0,,,,4.17,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-1–800,1109.0,0.785,0.397,1.0,298.0,,,,3.15,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-2–600,957.0,0.399,0.352,1.0,298.0,,,,3.56,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
87,Kraft lignin,OKLK-2–700,1240.0,0.492,0.45,1.0,298.0,,,,3.95,https://doi.org/10.1016/j.jece.2022.107471,2022,Synthesis and characterization of advanced bio-carbon materials from Kraft lignin with enhanced CO2 capture properties
88,Banboo,BSSC-CaCl2-1,257.0,0.134,0.132,1.0,298.0,,,,2.040688855,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-CaCl2-2,249.0,0.131,0.13,1.0,298.0,,,,1.960381904,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-CaCl2-3,221.0,0.125,0.116,1.0,298.0,,,,1.935843669,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-KCl-1,334.0,0.122,0.121,1.0,298.0,,,,1.96707415,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-KCl-2,341.0,0.125,0.122,1.0,298.0,,,,1.851521371,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-KCl-3,322.0,0.117,0.116,1.0,298.0,,,,1.887659499,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-FeCl3-1,126.0,0.043,0.039,1.0,298.0,,,,1.522262871,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-FeCl3-2,220.0,0.117,0.116,1.0,298.0,,,,1.645846346,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-FeCl3-3,16.0,0.012,0.009,1.0,298.0,,,,0.795931114,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-ZnCl2-1,6.0,0.023,0.0,1.0,298.0,,,,1.122066566,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-ZnCl2-2,7.0,0.019,0.0,1.0,298.0,,,,0.878468814,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-ZnCl2-3,12.0,0.026,0.003,1.0,298.0,,,,1.286249665,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-CaCl2-700,376.0,0.138,0.13,1.0,298.0,,,,2.061657892,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC700-CaCl2,541.0,0.235,0.203,1.0,298.0,,,,2.39270099,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-CaCl2-1,257.0,0.134,0.132,1.0,273.0,,,,2.893727135,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-CaCl2-2,249.0,0.131,0.13,1.0,273.0,,,,2.627821897,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-CaCl2-3,221.0,0.125,0.116,1.0,273.0,,,,2.547514946,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-KCl-1,334.0,0.122,0.121,1.0,273.0,,,,2.691621308,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-KCl-2,341.0,0.125,0.122,1.0,273.0,,,,2.6224681,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-KCl-3,322.0,0.117,0.116,1.0,273.0,,,,2.576960828,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-FeCl3-1,126.0,0.043,0.039,1.0,273.0,,,,2.019719818,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-FeCl3-2,220.0,0.117,0.116,1.0,273.0,,,,1.855090568,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-FeCl3-3,16.0,0.012,0.009,1.0,273.0,,,,1.209065762,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-ZnCl2-1,6.0,0.023,0.0,1.0,273.0,,,,1.399571696,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-ZnCl2-2,7.0,0.019,0.0,1.0,273.0,,,,1.21352726,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-ZnCl2-3,12.0,0.026,0.003,1.0,273.0,,,,1.827429285,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC-CaCl2-700,376.0,0.138,0.13,1.0,273.0,,,,2.596145266,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
88,Banboo,BSSC700-CaCl2,541.0,0.235,0.203,1.0,273.0,,,,3.143570982,https://doi.org/10.1016/j.jaap.2022.105742,2022,Preparation of microporous carbonaceous CO2 adsorbents by activating bamboo shoot shells with different chlorides: Experimental and theoretical calculations
91,sawmill wood waste,WSW-A800-CO2-90 min-1 MPa,684.0,0.406,0.284,1.0,298.0,,,,1.77,https://doi.org/10.1016/j.tsep.2024.103075,2024,Improved CO2 capture capacity of waste sawmill dust derived activated carbon employing novel high-pressure CO2 activation
91,sawmill wood waste,WSW-A700-Steam-20 min,947.0,0.843,0.279,1.0,298.0,,,,1.59,https://doi.org/10.1016/j.tsep.2024.103075,2024,Improved CO2 capture capacity of waste sawmill dust derived activated carbon employing novel high-pressure CO2 activation
92,sodium lignosulfonate,C-LS-ZnCl2,1125.0,0.9085,0.5952,1.0,273.0,,42.88,,4.45,https://doi.org/10.1016/j.ccst.2024.100233,2024,Lignin-derived porous carbons for efficient CO2 adsorption
92,sodium lignosulfonate,C-LS-KOH,1998.4,0.9733,0.7446,1.0,273.0,,34.65,,3.98,https://doi.org/10.1016/j.ccst.2024.100233,2024,Lignin-derived porous carbons for efficient CO2 adsorption
92,sodium lignosulfonate,C-LS-BMC,738.14,0.6802,0.1359,1.0,273.0,,5.42,,2.53,https://doi.org/10.1016/j.ccst.2024.100233,2024,Lignin-derived porous carbons for efficient CO2 adsorption
92,sodium lignosulfonate,C-LS-MgO,1020.0,0.887,0.2397,1.0,273.0,,33.88,,2.24,https://doi.org/10.1016/j.ccst.2024.100233,2024,Lignin-derived porous carbons for efficient CO2 adsorption
92,sodium lignosulfonate,C-LS-ZnCl2,1125.0,0.9085,0.5952,1.0,298.0,,42.88,,2.68,https://doi.org/10.1016/j.ccst.2024.100233,2024,Lignin-derived porous carbons for efficient CO2 adsorption
92,sodium lignosulfonate,C-LS-KOH,1998.4,0.9733,0.7446,1.0,298.0,,34.65,,2.2,https://doi.org/10.1016/j.ccst.2024.100233,2024,Lignin-derived porous carbons for efficient CO2 adsorption
92,sodium lignosulfonate,C-LS-BMC,738.14,0.6802,0.1359,1.0,298.0,,5.42,,1.62,https://doi.org/10.1016/j.ccst.2024.100233,2024,Lignin-derived porous carbons for efficient CO2 adsorption
92,sodium lignosulfonate,C-LS-MgO,1020.0,0.887,0.2397,1.0,298.0,,33.88,,1.52,https://doi.org/10.1016/j.ccst.2024.100233,2024,Lignin-derived porous carbons for efficient CO2 adsorption
93,Black liquor lignin,C-BLL-ZnCl2,896.36,0.3636,0.324,1.0,273.0,,40.98,,2.96,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-KOH,1336.5,0.5702,0.5315,1.0,273.0,,51.06,,5.2,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-BMC,681.04,0.5398,0.317,1.0,273.0,,21.83,,2.2,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-MgO,361.61,0.3416,0.1525,1.0,273.0,,21.38,,2.01,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-ZnCl2,896.36,0.3636,0.324,1.0,298.0,,40.98,,2.26,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-KOH,1336.5,0.5702,0.5315,1.0,298.0,,51.06,,3.6,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-BMC,681.04,0.5398,0.317,1.0,298.0,,21.83,,1.75,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-MgO,361.61,0.3416,0.1525,1.0,298.0,,21.38,,1.43,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-ZnCl2,896.36,0.3636,0.324,1.0,333.0,,40.98,,1.4,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-KOH,1336.5,0.5702,0.5315,1.0,333.0,,51.06,,2.23,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-BMC,681.04,0.5398,0.317,1.0,333.0,,21.83,,1.11,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
93,Black liquor lignin,C-BLL-MgO,361.61,0.3416,0.1525,1.0,333.0,,21.38,,0.89,https://doi.org/10.1016/j.joei.2023.101179,2023,Preparation of porous carbon materials from black liquor lignin and its utilization as CO2 adsorbents
94,wood chips,BC/M/S/T550/R15/H120,974.46,0.51,0.39,1.0,298.0,78.69,14.18,2.32,4.54,https://doi.org/10.1016/j.seppur.2024.129403,2025,Eutectic molten salt assisted fabrication of microporous biochar for greenhouse gases adsorption
95,Rice husk,RHC1,2385.0,1.22,0.74,1.0,298.0,21.74,50.51,,4.731818182,https://doi.org/10.1016/j.cej.2024.151583,2024,Rice husk waste-derived super-biochar with the max surface area and Philic-CO2 textural structure: Boosting effect and mechanism of post-desilication
95,Rice husk,RHC2,4393.0,2.26,1.02,1.0,298.0,87.81,9.02,,7.761363636,https://doi.org/10.1016/j.cej.2024.151583,2024,Rice husk waste-derived super-biochar with the max surface area and Philic-CO2 textural structure: Boosting effect and mechanism of post-desilication
96,wood sawdust,ACHTS200,787.06,0.4,0.3,1.0,298.0,,,,3.753,10.1007/s10450-024-00542-y,2024,"Hydrochar-derived activated carbons from poplar and spruce sawdust: synthesis, characteristics and carbon adsorption performance"
96,wood sawdust,ACHTS220,1231.57,0.62,0.44,1.0,298.0,,,,3.43,10.1007/s10450-024-00542-y,2024,"Hydrochar-derived activated carbons from poplar and spruce sawdust: synthesis, characteristics and carbon adsorption performance"
98,Spider silks,SS-NACF,2730.0,1.56,,25.0,298.0,,,,15.4,https://doi.org/10.1016/j.jcou.2023.102401,2023,Spider silk-derived nanoporous activated carbon fiber for CO2 capture and CH4 and H2 storage
99,medicinal herbs,SMPC,3410.0,2.045,1.137,1.0,273.0,93.89,4.29,0.31,3.78,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture
99,medicinal herbs,ARPC,3399.0,2.095,1.181,1.0,273.0,95.38,4.54,0.08,4.1,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture
99,medicinal herbs,DHRPC,3262.0,1.775,1.382,1.0,273.0,96.33,3.38,0.29,4.88,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture
99,medicinal herbs,SMPC,3410.0,2.045,1.137,30.0,298.0,93.89,4.29,0.31,29.0,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture
99,medicinal herbs,ARPC,3399.0,2.095,1.181,30.0,298.0,95.38,4.54,0.08,30.0,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture
99,medicinal herbs,DHRPC,3262.0,1.775,1.382,30.0,298.0,96.33,3.38,0.29,29.4,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture
100,Corn straw,4–9-2-m,2375.22,1.17,0.97,10.0,298.0,79.67,18.15,1.19,11.13,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations
100,Corn straw,4–9-4-m,3006.41,1.8,1.14,10.0,298.0,80.72,17.45,1.06,11.97,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations
100,Corn straw,4–9-2-d,119.57,0.062,0.049,10.0,298.0,85.47,13.0,0.72,3.51,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations
100,Corn straw,4–9-4-d,179.67,0.084,0.071,10.0,298.0,86.44,12.09,0.72,4.76,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations
100,Corn straw,4–9-2d-2 m,2374.55,1.25,0.96,10.0,298.0,80.19,17.18,1.85,10.91,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations
